Etunimi;Lukumäärä
Vesteri;49
Veton;8
Vexi;12
Veysel;7
Veysi;5
Vi;16
Viacheslav;50
Vianor;6
Viatcheslav;29
Vicente;36
Vicktor;14
Victor;1618
Victorio;7
Vidar;306
Vide;31
Vieno;135
Viesti;5
Viet;60
Viggo;261
Vigo;6
Vihtor;30
Vihtori;5330
Viikari;8
Viilus;7
Viima;54
Viimo;18
Vijay;5
Vikash;5
Viki;59
Viking;919
Vikke;152
Vikki;13
Vikko;10
Vikram;5
Viktor;3639
Viktori;29
Viktorovich;5
Viku;5
Vilbert;37
Vilde;7
Vile;5
Vilgot;48
Vilhard;38
Vilhart;10
Vilhartti;6
Vilhelm;7311
Vilhelmi;1140
Vilhem;7
Vilho;10996
Vilho-Valtteri;5
Vilho-Veikko;5
Vili;5361
Viliam;52
Vilias;9
Vili-Eemeli;8
Vili-Matti;8
Vili-Oskari;8
Vili-Pekka;27
Vili-Petteri;77
Vili-Santeri;6
Vilius;17
Vili-Valtteri;126
Vili-Veikka;20
Vili-Veikko;33
Vili-Verneri;21
Vili-Vertti;5
Vili-Waltteri;7
Viljam;2464
Viljami;18439
Viljar;11
Viljari;8
Viljo;7108
Viljonpoika;8
Viljo-Veikko;7
Vilkas;24
Vilke;8
Vilkka;7
Vilkko;12
Vilkku;11
Vilko;37
Ville;33279
Ville-Aleksi;19
Ville-Antero;6
Ville-Antti;28
Ville-Eemeli;36
Ville-Erik;9
Villehad;19
Villehard;220
Villehart;32
Ville-Heikki;28
Ville-Henrik;7
Ville-Hermanni;20
Ville-Ilmari;5
Ville-Jaakko;8
Ville-Johannes;5
Ville-Joonas;28
Ville-Juhani;37
Ville-Jussi;17
Ville-Kalle;26
Villem;15
Villemarkus;14
Ville-Markus;130
Ville-Martti;10
Ville-Matias;57
Villematti;17
Ville-Matti;303
Ville-Mikael;11
Ville-Mikko;37
Villenpoika;177
Ville-Oskari;60
Ville-Paavo;6
Villepekka;12
Ville-Pekka;532
Ville-Pentti;8
Ville-Pertti;17
Ville-Petri;6
Villepetteri;5
Ville-Petteri;362
Ville-Sakari;15
Ville-Samuli;29
Ville-Santeri;7
Ville-Tapani;13
Ville-Tapio;14
Ville-Tuomas;13
Ville-Väinö;6
Ville-Valtteri;244
Ville-Veijo;6
Ville-Veikka;33
Villeveikko;17
Ville-Veikko;989
Ville-Veli;12
Ville-Verneri;14
Ville-Vertti;6
Ville-Vesa;16
Ville-Waltteri;28
Villhard;7
Villi;5
Villiam;432
Villjam;9
Villy;10
Vilmar;7
Vilmari;7
Vilmer;107
Vilmeri;57
Vilmo;10
Vilmos;7
Vilpas;141
Vilperi;97
Vilpert;16
Vilpertti;84
Vilpo;10
Vilppo;10
Vilppu;472
Vilpuri;12
Vilson;5
Vimme;5
Vin;5
Vince;11
Vincent;1174
Vincenzo;31
Vindician;7
Vinh;68
Vinha;21
Vini;5
Vinjami;9
Vinnie;8
Vinny;6
Vinod;5
Vinsent;17
Vinsentti;12
Vinski;161
Vinston;9
Virgil;5
Virmo;17
Visa;1112
Visa-Matti;11
Visa-Pekka;14
Visar;12
Visa-Valtteri;9
Vishal;6
Vitali;116
Vitalii;23
Vitalis;12
Vitaliy;17
Vitaly;41
Vito;47
Vittorio;22
Vivek;10
Vjatseslav;25
Vjatsheslav;5
Vlad;16
Vladimir;605
Vladimirovich;7
Vladislav;145
Vladlen;5
Vladyslav;15
Vo;7
Voima;53
Voitto;3664
Voldemar;50
Volkan;18
Volker;5
Volmar;109
Volmari;95
Volodymyr;16
Volter;119
Voltti;11
Von;10
Vorna;7
Vsevolod;13
Vu;55
Vuk;6
Vuong;6
Vyacheslav;16
Wa;6
Wade;9
Wadi;5
Wael;24
Wagner;9
Wah;17
Wahab;16
Waheed;6
Wahid;14
Wai;29
Wail;6
Wäinämö;23
Wäinö;343
Wais;5
Wajih;5
Walde;12
Waldemar;1255
Waldo;14
Waleed;28
Walentin;40
Walfrid;98
Wali;29
Walid;71
Walker;6
Wallace;10
Walle;37
Wallu;8
Walter;1204
Walther;59
Walto;11
Walton;20
Waltter;187
Waltteri;2421
Waltti;10
Wang;6
Waqar;5
Waqas;10
Warfa;5
Warren;28
Warsame;25
Waseem;8
Wasfi;5
Wasim;12
Wassim;10
Wayne;40
Weeti;128
Weetu;5
Wei;37
Weijo;6
Weikka;31
Weikko;40
Welat;5
Weli;15
Wellu;9
Welmeri;8
Wen;18
Wenni;16
Wentzel;6
Wenzel;11
Werner;614
Werneri;376
Wertti;34
Wesa;7
Wesam;5
Wesley;28
West;5
Wibe;12
Wictor;43
Widar;18
Wieslaw;6
Wiggo;30
Wihtori;91
Wiking;43
Wiktor;79
Wilbert;42
Wilbur;8
Wilde;7
Wilfred;22
Wilfrid;7
Wilfried;7
Wilgot;13
Wilhard;17
Wilhart;5
Wilhelm;5274
Wilhelmi;135
Wilhelmus;7
Wilho;154
Wili;100
Wiliam;43
Wiljam;498
Wiljami;929
Wiljo;33
Wilko;6
Will;12
Wille;459
Willehad;8
Willehard;89
Willehart;11
Willem;125
Wille-Pekka;5
Wille-Veikko;5
Wille-Waltteri;5
Willhard;14
Willhelm;33
Willi;16
William;4652
Williams;16
Willie;11
Willjam;17
Willy;101
Wilmer;298
Wilmeri;6
Wilperi;8
Wilson;51
Wilton;42
Wim;6
Wimme;8
Win;17
Wincent;36
Winfried;6
Wing;17
Winston;108
Wisa;6
Wisam;27
Wisdom;6
Wissam;7
Witold;6
Wladimir;12
Wladyslaw;12
Woitto;12
Wojciech;18
Woldemar;56
Wolf;27
Wolfgang;98
Wolmar;27
Wolmari;5
Wolter;26
Wulf;5
Wyatt;14
Xander;25
Xaver;8
Xavi;7
Xavier;86
Xayle;5
Xhavit;8
Xhevdet;10
Xiang;7
Xiao;9
Xing;5
Xuan;53
Y;10
Y.;5
Yaasiin;7
Yaasir;20
Yacin;5
Yacine;23
Yacoub;7
Yacqub;10
Yacquub;12
Yadgar;6
Yahia;17
Yahya;113
Yahye;81
Yair;5
Yakov;6
Yakub;6
Yakup;18
Yam;5
Yama;6
Yamato;5
Yan;33
Yang;18
Yani;8
Yanis;6
Yann;30
Yannick;34
Yannis;5
Yao;5
Yaqoob;7
Yaqub;14
Yared;5
Yari;6
Yaro;6
Yaron;8
Yaroslav;20
Yasar;11
Yaseen;19
Yaser;21
Yashar;7
Yasiin;8
Yasin;165
Yasir;63
Yasser;33
Yassin;74
Yassine;33
Yassir;10
Yat;7
Yau;5
Yavuz;15
Yaw;29
Yaxye;13
Yaya;5
Yazan;10
Yazid;7
Ye;7
Yehia;6
Yehonatan;6
Yehuda;9
Yeray;6
Yi;12
Yigit;17
Yilma;6
Yilmaz;18
Yin;9
Ying;10
Yiu;5
Ykä;19
Yki;27
Ylber;7
Ylermi;587
Yll;9
Ylli;10
Ymer;5
Yngvar;8
Yngve;535
Yoav;13
Yoda;14
Yoel;12
Yohan;9
Yohannes;16
Yona;5
Yonas;11
Yonatan;20
Yones;5
Yong;14
Yoni;7
Yonis;41
Yoonis;34
Yordan;5
Yosef;30
Yoseph;5
Yoshi;5
Yoshio;5
Yotam;6
You;6
Youcef;21
Younan;6
Younas;7
Younes;56
Youness;11
Younis;17
Younus;7
Yousef;69
Yousif;61
Yousri;6
Youssef;102
Yousuf;22
Yrjänä;771
Yrjö;8150
Yrjönpoika;29
Yrjö-Pekka;10
Yu;25
Yuan;14
Yücel;8
Yue;5
Yuhan;6
Yuk;5
Yuki;8
Yukio;9
Yüksel;5
Yun;6
Yunes;9
Yunis;9
Yunus;53
Yuri;18
Yuriy;12
Yury;68
Yusef;17
Yusif;10
Yussuf;24
Yusuf;386
Yusupha;6
Yuuki;5
Yuusuf;31
Yuval;7
Yuvraj;5
Yves;27
Zac;6
Zacarias;7
Zach;6
Zacharia;8
Zachariah;7
Zacharias;576
Zachary;86
Zachris;22
Zack;16
Zackarias;16
Zafar;8
Zafer;13
Zagros;8
Zahar;7
Zaher;13
Zahid;11
Zahir;15
Zahra;5
Zaid;26
Zain;24
Zakari;22
Zakaria;160
Zakarias;52
Zakarie;12
Zakariya;49
Zakariye;31
Zaker;6
Zakeus;6
Zakhar;9
Zaki;40
Zaman;12
Zan;6
Zana;25
Zander;11
Zane;13
Zarif;6
Zaur;5
Zaw;7
Zaya;12
Zayd;8
Zayn;12
Zbigniew;9
Zeb;16
Zebastian;12
Zeeshan;9
Zeid;9
Zein;13
Zeke;5
Zeki;14
Zeljko;8
Zen;6
Zeus;11
Zeyad;8
Zhang;8
Zhao;8
Zhe;6
Zheng;11
Zhi;6
Zhong;6
Zhou;5
Zia;7
Ziad;22
Zico;6
Zidan;5
Ziggy;8
Zimi;5
Zion;29
Zitunga;5
Ziya;10
Ziyad;14
Zlatan;5
Zlatko;5
Zohaib;5
Zola;6
Zoltan;16
Zoltán;31
Zoran;15
Zsolt;13
Zubair;15
Zubeir;5
Zubeyr;11
Zuhair;17
Zuhdi;5
Zurab;5
