Etunimi;Lukumäärä
Jammi;7
Jammu;7
Jamo;9
Jamppa;8
Jamshid;11
Jan;9558
Jan-Åke;29
Jan-Alexander;5
Jan-Anders;149
Janar;7
Jan-Axel;10
Jan-Christer;23
Jan-Christian;62
Jan-Cristian;6
Jan-Daniel;7
Janec;7
Jan-Eerik;41
Janek;54
Jan-Elof;5
Jan-Emil;19
Jan-Eric;86
Jan-Erik;1392
Jan-Evert;7
Jan-Fredrik;12
Jan-Gunnar;9
Jan-Gustaf;5
Jan-Gustav;34
Jan-Håkan;21
Jan-Henrik;143
Jan-Henry;10
Jani;24095
Jani-Aleksi;6
Janiel;90
Jani-Erik;6
Jani-Henrik;6
Jani-Juhani;15
Jani-Jukka;11
Janik;8
Jani-Kalevi;5
Jani-Kristian;12
Jani-Markus;28
Jani-Matti;91
Jani-Mikael;15
Janinpoika;103
Jani-Pekka;157
Jani-Petri;43
Jani-Petteri;203
Janis;18
Jani-Tapani;9
Jani-Tapio;6
Janiv;6
Jan-Ivar;5
Jan-Johan;5
Jan-Johannes;5
Jan-Juhani;7
Janko;15
Jan-Krister;25
Jan-Kristian;102
Jan-Magnus;21
Jan-Marcus;6
Jan-Markus;78
Jan-Martin;13
Jan-Matias;5
Jan-Michael;23
Jan-Mikael;198
Jann;14
Janne;29955
Janne-Antti;5
Janne-Joonas;8
Janne-Juhani;24
Janne-Jukka;6
Janne-Kalle;7
Janne-Kristian;7
Janne-Markus;12
Janne-Matias;6
Janne-Matti;59
Janne-Mikael;9
Jannenpoika;229
Janne-Pekka;140
Janne-Petri;5
Janne-Petteri;69
Janne-Tapio;6
Janne-Veikko;10
Janni;5
Jannick;6
Jannik;15
Jannis;32
Janno;12
Jannu;11
Jan-Ola;18
Jan-Olav;19
Jan-Ole;79
Jan-Olof;181
Jan-Olov;6
Janos;43
János;21
Jan-Oscar;6
Jan-Oskar;8
Jan-Otto;9
Jan-Ove;42
Jan-Patrick;6
Jan-Patrik;18
Jan-Peter;205
Jan-Petri;5
Jan-Petter;7
Jan-Petteri;7
Janrik;40
Jan-Robert;16
Jan-Roger;11
Jan-Sebastian;20
Jansson;6
Jan-Stefan;10
Janus;42
Janusz;13
Japhet;7
Jare;718
Jared;42
Jarek;16
Jarel;6
Jari;40402
Jari-Antero;5
Jari-Antti;15
Jari-Heikki;17
Jari-Juha;11
Jari-Juhani;33
Jari-Jukka;57
Jari-Jussi;12
Jari-Kalle;5
Jari-Marko;5
Jari-Markus;15
Jarimatti;11
Jari-Matti;302
Jari-Mikko;12
Jarinpoika;354
Jaripekka;16
Jari-Pekka;1300
Jari-Petri;43
Jari-Petteri;58
Jari-Seppo;7
Jari-Tapani;8
Jari-Tapio;15
Jari-Veikko;11
Jari-Vesa;6
Jari-Ville;9
Jarke;7
Jarkka;9
Jarkke;6
Jarkko;12506
Jarkko-Juhani;11
Jarkko-Matti;6
Jarkko-Pekka;16
Jarkko-Petteri;8
Jarkko-Tapio;5
Jarko;214
Jarkonpoika;82
Jarl;1182
Jarl-Erik;34
Jarl-Henrik;7
Jarl-Olof;12
Jarlsson;7
Jarma;6
Jarmo;20186
Jarmo-Juhani;7
Jarmonpoika;96
Jarne;9
Jarno;7919
Jarno-Juhani;5
Jarnonpoika;47
Jarno-Pekka;7
Jarno-Petteri;9
Jaro;509
Jarod;5
Jaroel;17
Jaromir;50
Jaron;65
Jaroslav;55
Jaroslaw;13
Jarre;34
Jarto;27
Jarvis;5
Jasem;11
Jaser;7
Jasi;9
Jasim;39
Jasin;59
Jasir;13
Jaska;250
Jasm;5
Jasmin;17
Jasmir;5
Jasmo;12
Jaso;44
Jason;376
Jaspar;12
Jasper;3120
Jasperi;263
Jasse;289
Jasser;10
Jasseri;5
Jassim;8
Jassin;8
Jassu;9
Jasu;568
Jaswinder;5
Jatro;6
Jauri;24
Javad;15
Javier;102
Jawad;26
Jawid;9
Jax;49
Jaxon;28
Jay;85
Jayden;83
Jayson;22
Jazz;6
Jean;556
Jean-Christian;6
Jean-Claude;10
Jean-Erik;9
Jean-Louis;5
Jean-Marc;6
Jean-Michel;7
Jean-Paul;14
Jean-Peter;6
Jean-Pierre;10
Jed;7
Jedi;62
Jedidiah;6
Jedidja;8
Jeehu;8
Jeeli;46
Jeemi;28
Jeemil;6
Jeetu;7
Jeff;25
Jefferson;11
Jeffery;7
Jeffrey;56
Jefim;7
Jegor;31
Jehki;18
Jehu;9
Jekki;6
Jekku;15
Jelisei;6
Jelmeri;38
Jemi;61
Jemias;7
Jemil;10
Jens;1119
Jensen;10
Jens-Erik;15
Jens-Mikael;5
Jenson;7
Jens-Peter;7
Jeppe;66
Jera;6
Jere;10813
Jered;5
Jere-Joonas;9
Jere-Juhani;13
Jere-Kristian;6
Jere-Markus;8
Jere-Matias;19
Jere-Matti;21
Jeremi;167
Jeremia;713
Jeremiah;84
Jeremias;3661
Jeremie;16
Jérémie;5
Jeremy;231
Jerenpoika;16
Jere-Pekka;23
Jere-Petteri;36
Jere-Santeri;5
Jeri;146
Jericho;13
Jerico;14
Jeriel;8
Jeriko;25
Jerka;5
Jerker;162
Jerkka;15
Jerkko;46
Jerko;23
Jermi;8
Jermo;13
Jermu;280
Jero;171
Jeroen;7
Jerome;137
Jérôme;8
Jerri;94
Jerry;1604
Jerry-Petteri;6
Jerzy;21
Jesaja;19
Jesper;2433
Jesperi;618
Jesse;12351
Jesse-Joonas;16
Jesse-Joonatan;6
Jesse-Juhani;13
Jesse-Julius;6
Jesse-Matias;10
Jessenpoika;13
Jesse-Pekka;17
Jesse-Petteri;19
Jessie;5
Jesus;36
Jesús;11
Jeter;6
Jethro;31
Jeton;17
Jetro;313
Jevgeni;75
Jhon;11
Jhonny;13
Ji;6
Jia;13
Jian;17
Jibril;27
Jico;17
Jie;16
Jihad;10
Jii;7
Jiko;26
Jilo;5
Jim;717
Jimi;5043
Jimi-Petteri;5
Jimmi;18
Jimmie;34
Jimmy;867
Jimy;11
Jin;17
Jing;6
Jino;14
Jiri;1371
Jiri-Pekka;8
Jirka;161
Jirko;80
Jiro;156
Jiska;23
Jit;5
Jo;9
Joa;447
Joachim;630
Joacim;144
Joackim;20
Joah;14
Joakim;4816
Joakimsson;5
Joakkim;8
Joan;28
Joannis;15
Joao;18
João;25
Joaquim;22
Joaquin;19
Joar;79
Joas;40
Job;9
Jobi;12
Jochen;25
Jochum;12
Jocke;16
Jockum;33
Joda;9
Joe;263
Joel;10716
Joël;22
Joeli;125
Joelinpoika;5
Joel-Juhani;5
Joel-Kristian;5
Joel-Mikael;5
Joen;5
Joey;9
Jofiel;31
Johan;16586
Johanas;8
Johan-Erik;17
Johan-Henrik;6
Johani;8
Johan-Kristian;6
Johann;219
Johanna;12
Johanneksenpoika;13
Johannes;134252
Johanni;11
Johan-Petter;5
Johansson;9
John;3821
John-Anders;6
Johnathan;7
John-Eric;13
John-Erik;69
John-Mikael;5
Johnnie;8
Johnny;862
John-Olof;5
John-Peter;6
Johnson;15
Johny;39
Jojo;5
Jokke;93
Jokko;6
Jolle;8
Jomi;63
Jommi;28
Jon;905
Jón;7
Jona;90
Jonah;109
Jonas;2779
Jonatan;1666
Jonathan;2494
Jonathon;13
Jone;253
Jonel;6
Jon-Erik;13
Jones;25
Jon-Henrik;5
Joni;15335
Joniel;10
Joni-Juhani;16
Joni-Jukka;5
Joni-Jussi;7
Joni-Kristian;12
Joni-Markus;26
Joni-Matias;5
Jonimatti;5
Joni-Matti;45
Joni-Mikael;17
Joni-Mikko;6
Joninpoika;37
Joni-Oskari;7
Joni-Pekka;89
Joni-Petri;21
Joni-Petteri;96
Jonis;8
Joni-Santeri;5
Joni-Ville;6
Jonn;5
Jonne;3673
Jonnenpoika;12
Jonne-Pekka;11
Jonni;680
Jonnie;23
Jonnu;5
Jonny;424
Jöns;7
Jonte;21
Jontte;24
Jonttu;14
Jony;70
Jooa;2054
Jooas;27
Jooel;124
Joon;7
Joona;12217
Joona-Aleksi;6
Joona-Kristian;5
Joonaksenpoika;25
Joona-Matias;12
Joona-Mikael;7
Joonanpoika;9
Joona-Oskari;7
Joona-Pekka;13
Joona-Petteri;18
Joonas;18227
Joonas-Petteri;29
Joonatan;7791
Joonathan;30
Jooni;8
Joonia;34
Joonis;9
Joopi;13
Joosa;45
Joose;1036
Joosef;105
Joosep;8
Jooseppi;910
Joosia;24
Joosu;47
Joosua;621
Jope;5
Jopi;47
Joppe;13
Joram;7
Jöran;17
Jordan;101
Jordi;7
Jore;62
Jörg;25
Jorge;68
Jörgen;651
Jorgos;11
Jori;1619
Jori-Matti;11
Jorinpoika;10
Jori-Pekka;29
Jori-Petteri;10
Joris;12
Jorkka;5
Jorma;22585
Jorma-Juhani;7
Jormanpoika;70
Jörn;49
Josa;26
Jose;1000
José;161
Josef;427
Josep;12
Jose-Pekka;6
Joseph;491
Josh;10
Joshua;448
Josi;70
Josia;52
Josiah;28
Josias;21
Joska;107
Josper;7
Josse;16
Josu;14
Josua;164
Josue;8
Josué;5
Jotaarkka;11
Jotham;5
Jouka;136
Joukamo;7
Jouki;6
Jouko;17584
Joukonpoika;67
Jouna;45
Jouni;18965
Jouni-Juhani;5
Jouni-Matti;13
Jouninpoika;131
Jouni-Pekka;32
Jouni-Petteri;7
Jouni-Tapio;7
Jousia;147
Joutsi;26
Jovan;12
Jovnna;10
Joy;12
Jozef;10
József;13
Jr;37
Jr.;16
Juan;206
Judah;8
Jude;24
Juel;6
Juha;53881
Juha-Antero;7
Juha-Antti;52
Juhael;7
Juha-Erik;5
Juha-Erkki;16
Juha-Heikki;43
Juha-Jaakko;19
Juha-Kalevi;6
Juha-Kalle;6
Juha-Kristian;5
Juha-Markku;12
Juha-Markus;32
Juha-Martti;12
Juha-Matias;9
Juhamatti;146
Juha-Matti;2336
Juha-Mikael;14
Juha-Mikko;38
Juhan;157
Juhán;7
Juhana;8854
Juhananpoika;27
Juhani;284716
Juhaninpoika;99
Juhanna;6
Juhannes;16
Juhanni;47
Juhannus;7
Juhanpoika;557
Juha-Olavi;9
Juhapekka;74
Juha-Pekka;3325
Juha-Pentti;7
Juha-Pertti;12
Juha-Petri;135
Juha-Petteri;150
Juha-Sakari;5
Juha-Tapani;15
Juha-Tapio;28
Juha-Tuomas;11
Juha-Veikko;28
Juha-Veli;15
Juha-Ville;31
Juhi;6
Juho;26707
Juho-Aleksi;12
Juho-Antti;77
Juho-Eemeli;9
Juho-Eemil;15
Juho-Eerik;6
Juho-Emil;8
Juho-Erik;13
Juho-Erkki;7
Juho-Heikki;34
Juho-Henrik;6
Juho-Ilmari;5
Juho-Jaakko;26
Juho-Joonas;9
Juho-Kalle;16
Juho-Kustaa;10
Juho-Kusti;20
Juho-Lauri;7
Juho-Markus;6
Juho-Matias;38
Juhomatti;14
Juho-Matti;167
Juho-Mikael;6
Juho-Mikko;18
Juhonpoika;104
Juho-Olavi;5
Juho-Olli;6
Juho-Oskari;21
Juho-Otto;5
Juhopekka;27
Juho-Pekka;285
Juho-Pekko;6
Juho-Perttu;6
Juho-Petri;6
Juho-Petteri;81
Juho-Pietari;5
Juho-Santeri;6
Juho-Tuomas;19
Juho-Valtteri;9
Juho-Veikko;12
Juho-Ville;33
Juice;8
Jukanpoika;382
Jukka;39946
Jukka-Antero;9
Jukka-Joonas;5
Jukkamatti;5
Jukka-Matti;72
Jukkapekka;46
Jukka-Pekka;3029
Jukka-Petri;21
Jukka-Petteri;71
Jukka-Sakari;9
Jukka-Tapani;14
Jukka-Tapio;29
Jukka-Veikko;8
Jukka-Veli;7
Jukka-Ville;7
Jukke;5
Juko;24
Juksu;5
Jules;53
Juli;9
Julian;663
Juliano;5
Julias;9
Julien;51
Julio;46
Julius;10838
Juljan;5
Julle;79
Juma;6
Jumah;5
Jumale;5
Jun;39
Junes;7
Jung;8
Junior;280
Juniori;15
Juniper;5
Junius;5
Junno;20
Junnu;98
Juno;64
Junus;5
Jupe;5
Jupiter;68
Jura;70
Jurgen;5
Jürgen;76
Juri;554
Jüri;37
Jurii;5
Jurij;23
Jurkka;39
Jurva;9
Jusa;203
Jusef;17
Jusif;6
Juska;142
Jussa;110
Jusse;14
Jussi;22360
Jussi-Antti;9
Jussi-Eemeli;6
Jussi-Heikki;12
Jussi-Joonas;11
Jussi-Matias;8
Jussimatti;9
Jussi-Matti;69
Jussi-Mikael;5
Jussi-Mikko;12
Jussinpoika;258
Jussi-Oskari;7
Jussipekka;30
Jussi-Pekka;778
Jussi-Petteri;118
Jussi-Sakari;6
Jussi-Tapani;6
Jussi-Tapio;10
Jussi-Tuomas;10
Jussi-Veikko;7
Jussi-Ville;10
Justas;5
Justice;8
Justin;119
Justo;5
Justus;2238
Jusu;50
Jusuf;31
Juuda;7
Juuhan;7
Juusa;17
Juuse;141
Juuso;10674
Juuso-Matias;11
Juuso-Matti;6
Juusonpoika;31
Juuso-Oskari;7
Juuso-Pekka;18
Juuso-Petteri;31
Juuso-Valtteri;7
Juuso-Ville;6
Jykä;5
Jymy;70
Jyrgen;5
Jyri;4482
Jyri-Jukka;8
Jyri-Matti;25
Jyrinpoika;36
Jyri-Pekka;79
Jyri-Petri;12
Jyri-Petteri;36
Jyri-Ville;6
Jyrki;9842
Jyrki-Juhani;6
Jyrkinpoika;64
Jyrki-Pekka;11
Jyrki-Petteri;6
Jyry;177
Jysky;6
Jyväs;9
K;5
K.;7
Ka;22
Kaabriel;5
Kaafi;6
Kaaleb;15
Kaaleppi;21
Kaamos;19
Kaan;48
Kaaperi;14
Kaapo;2286
Kaappo;66
Kaapre;11
Kaapriel;51
Kaaprieli;13
Kaapro;83
Kaarel;15
Kaarl;11
Kaarle;1612
Kaarlo;9348
Kaarlonpoika;11
Kaarne;24
Kaaro;6
Kabir;9
Kacem;5
Kacper;7
Kadar;8
Kader;16
Kadhim;25
Kadim;6
Kadir;51
Kadri;11
Kael;8
Kahiye;5
Kai;9094
Kaido;7
Kai-Eerik;15
Kai-Erik;43
Kai-Heikki;6
Kai-Henrik;7
Kaiho;25
Kaij;5
Kai-Juhani;13
Kai-Jukka;5
Kaijus;24
Kai-Kristian;27
Kaiku;45
Kai-Markus;27
Kai-Mikael;26
Kaimo;18
Kain;13
Kaino;402
Kainpoika;50
Kainu;5
Kai-Pekka;18
Kai-Peter;5
Kai-Petri;11
Kai-Petteri;20
Kaipia;8
Kaipio;7
Kais;12
Kaiser;6
Kaito;13
Kaitsu;5
Kaius;628
Kaj;4260
Kaj-Åke;5
Kaj-Anders;7
Kaj-Christer;6
Kaj-Christian;7
Kaj-Eric;5
Kaj-Erik;152
Kaj-Göran;9
Kaj-Gunnar;14
Kaj-Gustav;14
Kaj-Håkan;9
Kaj-Henrik;13
Kaj-Johan;14
Kaj-Kristian;11
Kaj-Markus;7
Kaj-Mikael;20
Kajnpoika;11
Kajo;30
Kaj-Ole;10
Kaj-Olof;27
Kaj-Ove;5
Kaj-Peter;5
Kajus;17
Kale;25
Kaleb;28
Kalervo;37808
Kalev;23
Kaleva;2203
Kalevi;94295
Kalevinpoika;20
Kalevo;7
Kali;8
Kalid;15
Kallas;20
Kalle;17961
Kalle-Akseli;5
Kalle-Aleksi;8
Kalle-Antti;20
Kalle-Eemeli;18
Kalle-Emil;5
Kalle-Erik;6
Kalle-Heikki;9
Kalle-Hermanni;6
Kalle-Jaakko;5
Kalle-Juhani;19
Kalle-Kristian;7
Kalle-Kustaa;10
Kalle-Markus;11
Kalle-Matias;8
Kalle-Matti;29
Kalle-Mikael;5
Kallenpoika;79
Kalle-Oskari;21
Kallepekka;7
Kalle-Pekka;107
Kalle-Petteri;34
Kalle-Samuli;5
Kalle-Tapani;5
Kalle-Tapio;7
Kalle-Valtteri;12
Kalle-Veikko;13
Kalle-Ville;18
Kallio;11
Kalvin;6
Kam;9
Kamaal;6
Kamal;86
Kamaran;10
Kamau;19
Kambiz;11
Kamel;17
Kami;16
Kamil;56
Kamran;33
Kamu;16
Kamyar;5
Kan;5
Kane;13
Kanerva;20
Kanervo;25
Kang;13
Kapo;5
Kapriel;12
Kara;7
Karam;26
Karan;16
Karar;11
Kardo;12
Kare;273
Kåre;27
Kareem;55
Karel;94
Karem;6
Karen;10
Karhu;23
Kari;44499
Kari-Antero;6
Kari-Antti;10
Kari-Erik;7
Kari-Heikki;6
Kari-Juha;7
Kari-Juhani;33
Kari-Jukka;19
Kari-Jussi;18
Kari-Kristian;9
Karim;439
Kari-Markus;9
Kari-Matias;6
Karimatti;10
Kari-Matti;187
Kari-Mikael;7
Karinpoika;288
Kari-Olavi;5
Karipekka;13
Kari-Pekka;472
Kari-Petri;8
Kari-Petteri;21
Kari-Tapani;5
Kari-Tapio;34
Kariuki;7
Kari-Veikko;12
Kari-Veli;6
Karl;8291
Karl-Åke;9
Karl-Alfred;9
Karl-Anders;26
Karl-Anton;18
Karl-August;11
Karl-Axel;26
Karl-Christian;7
Karle;5
Karl-Edvard;5
Karl-Emil;17
Karl-Eric;9
Karl-Erik;456
Karl-Evert;5
Karl-Fredrik;17
Karl-Göran;21
Karl-Gunnar;32
Karl-Gustaf;39
Karl-Gustav;214
Karl-Håkan;6
Karl-Henrik;103
Karli;8
Karlis;5
Karl-Ivar;6
Karl-Johan;411
Karl-Johannes;5
Karl-Kristian;16
Karl-Magnus;24
Karl-Markus;5
Karl-Mikael;29
Karlo;157
Karl-Olof;34
Karlos;72
Karl-Oscar;6
Karl-Oskar;46
Karl-Petter;5
Karl-Wilhelm;8
Karno;5
Karo;346
Karol;28
Karolus;73
Károly;7
Karrar;32
Karre;5
Karri;1796
Karrinpoika;11
Karri-Pekka;11
Karsten;23
Karthik;5
Karwan;30
Karzan;16
Kasem;17
Kashif;8
Kashmir;10
Kasim;36
Kasimir;1151
Kasmir;93
Kaspar;165
Kasper;6263
Kasperi;5399
Kaspian;779
Kasra;8
Kassem;5
Kassius;16
Kassu;30
Kasten;18
Kastor;9
Kastriot;13
Kataja;6
Kauko;9189
Kaukomieli;21
Kaukonpoika;23
Kauno;665
Kaur;6
Kauri;207
Kauro;5
Kaveh;14
Kavin;8
Kawa;23
Kay;47
Kaya;8
Kayden;7
Kayode;11
Kazem;6
Kazi;9
Kazim;8
Kazimierz;7
Keanu;16
Kebba;15
Kebede;6
Kees;6
Kehinde;5
Kei;6
Keijo;9921
Keijonpoika;20
Keimo;118
Keita;5
Keith;76
Keivan;6
Keke;10
Kelechi;6
Kelly;10
Kelpo;31
Kelvin;34
Kemal;54
Kemo;8
Ken;217
Kenan;45
Kendrick;12
Keni;56
Kenji;7
Kennedy;10
Kennet;334
Kenneth;2273
Kenny;120
Kent;517
Kenta;6
Kent-Erik;5
Kenth;91
Kent-Johan;8
Kenzo;8
Keon;7
Kerem;29
Kerim;31
Kerkko;256
Kero;10
Kerry;8
Kert;12
Kettil;12
Keung;6
Keven;6
Kevin;1423
Kévin;5
Keyse;8
Keyvan;8
Kha;7
Khaalid;17
Khac;15
Khadar;48
Khadim;5
Khai;11
Khalaf;19
Khaled;112
Khaleel;15
Khalid;234
Khalif;22
Khalifa;10
Khaliil;5
Khalil;67
Khamis;10
Khan;30
Khang;44
Khanh;29
Khattab;7
Khelifa;6
Khiem;5
Khoa;24
Khoi;10
Khudhair;6
Kian;115
Kibet;9
Kid;11
Kide;5
Kie;18
Kien;26
Kieran;24
Kiet;20
Kilian;43
Kille;16
Killian;10
Kim;5560
Kimani;11
Kim-Erik;25
Kim-Henrik;13
Kimi;1584
Kiminpoika;14
Kimi-Petteri;6
Kim-Johan;13
Kim-Kristian;10
Kim-Mikael;10
Kimmo;16013
Kimmo-Juhani;6
Kimmonpoika;91
Kimmo-Pekka;5
Kimmo-Petteri;9
Kimo;10
Kimon;8
Kim-Peter;10
Kimsson;9
Kimutai;5
Kin;10
King;13
Kingsley;29
Kingston;10
Kipchumba;5
Kipinä;5
Kipkoech;9
Kiran;18
Kiri;14
Kiril;97
Kirill;250
Kirk;7
Kirka;28
Kirmo;53
Kit;20
Kiureli;6
Kivi;64
Kjell;1034
Kjell-Åke;8
Kjell-Erik;28
Kjell-Johan;7
Kjell-Ove;12
Klaas;5
Klaes;11
Klas;485
Klas-Åke;5
Klas-Erik;24
Klas-Göran;22
Klaus;2466
Klaus-Erik;11
Klaus-Peter;7
Klemens;17
Klemet;8
Klemetti;26
Kleo;5
Klim;12
Knud;10
Knut;411
Knutsson;15
Knuut;17
Knuutti;13
Ko;11
Koa;8
Kobe;5
Koda;27
Koffi;6
Kofi;44
Koitto;53
Kojo;16
Kolja;8
Konni;9
Konrad;333
Konsta;5128
Konsta-Eemeli;5
Konstantin;956
Konstantinos;85
Konstantinus;5
Konstu;9
Kontio;11
Köpi;10
Koray;6
Kornelius;8
Kosar;8
Kosma;23
Kosmo;144
Kosmos;22
Kossi;5
Kössi;18
Kostadinov;5
Kostas;5
Kosti;1509
Kostia;59
Kostian;11
Kotivalo;28
Kourosh;6
Kouta;24
Krasimir;5
Krenar;5
Kreshnik;6
Kris;36
Krish;13
Krishan;9
Krishna;27
Krisse;16
Kristan;5
Kriste;8
Kristen;22
Krister;2711
Kristeri;11
Kristian;53508
Kristianinpoika;8
Kristiano;6
Kristijan;8
Kristjan;75
Kristo;265
Kristof;25
Kristóf;5
Kristofer;362
Kristoff;5
Kristoffer;1254
Kristopher;47
Kristos;7
Kron;5
Krystian;5
Krzysztof;22
Ku;10
Kuisma;391
Kujtim;7
Kuldeep;6
Kullervo;9943
Kultimo;10
Kumar;109
Kumara;5
Kunnar;14
Kunnari;74
Kuno;16
Kunto;147
Kurre;5
Kurt;1828
Kurt-Erik;33
Kurt-Henrik;5
Kurt-Johan;5
Kurt-Olof;5
Kusai;6
Kushtrim;12
Kustaa;5118
Kustav;5
Kustavi;57
Kusti;404
Kuttura;5
Kuu;21
Kuuno;29
Kuura;105
Kuutti;297
Kuzey;6
Kwabena;19
Kwadwo;11
Kwaku;19
Kwame;29
Kwami;6
Kwan;12
Kwasi;11
Kweku;16
Kwesi;16
Kwok;12
Kwong;5
Ky;6
Kyan;5
Kyaw;8
Kyle;51
Kyösti;4205
Kyöstinpoika;14
Kyrö;10
Kytö;5
La;10
Laban;7
Labinot;9
Lachlan;7
Ladislav;5
Lahcen;10
Lahja;37
Lahoucine;10
Lai;6
Laine;10
Laith;13
Lajos;18
Lal;8
Lalli;82
Lam;41
Lambert;18
Lamin;71
Lamine;17
Lance;11
Lancelot;11
Landon;8
Landu;5
Lang;7
Lappi;5
Larbi;12
Lare;13
Lari;1988
Lari-Antti;5
Lari-Markus;6
Lari-Matti;21
Lari-Mikko;5
Larion;6
Laripekka;6
Lari-Pekka;46
Lari-Petteri;10
Larri;30
Larry;47
Lars;5252
Lars-Åke;33
Lars-Anders;16
Lars-Christian;9
Lars-Eric;32
Lars-Erik;358
Lars-Fredrik;6
Lars-Göran;58
Lars-Gunnar;16
Lars-Gustav;11
Lars-Håkan;6
Lars-Henrik;37
Lars-Johan;93
Lars-Mikael;14
Lars-Ole;16
Lars-Olof;55
Lars-Ove;15
Lars-Peter;17
Larsson;20
Lasarus;8
Lasse;10084
Lasse-Matti;9
Lassenpoika;48
Lasse-Pekka;27
Lassi;5790
Lassi-Matias;7
Lassi-Matti;12
Lassinpoika;16
Lassi-Pekka;54
Lassi-Petteri;7
Laszlo;10
Lászlo;6
László;38
Latif;26
Launo;92
Lauren;6
Laurence;18
Laurens;8
Laurent;46
Laurentius;33
Laurenz;5
Lauri;35168
Laurie;6
Lauri-Heikki;5
Lauri-Henrik;6
Lauri-Jaakko;5
Lauri-Johannes;6
Lauri-Juhani;16
Lauri-Kalle;9
Lauri-Kristian;5
Lauri-Matias;8
Lauri-Matti;30
Lauri-Mikael;5
Laurin;8
Laurinpoika;133
Lauri-Oskari;5
Lauripekka;5
Lauri-Pekka;45
Lauri-Petteri;8
Lauri-Tapio;5
Lauritsa;5
Lauritz;7
Lauri-Veikko;6
Lauri-Ville;6
Laurus;9
Lautaro;7
Lawand;6
Lawi;8
Lawin;5
Lawrence;95
Lay;5
Layth;8
Lazar;5
Lazaro;9
Lazim;6
Le;45
Leander;798
Leandro;19
Leandros;6
Leanteri;10
Leart;19
Ledion;12
Lee;250
Leevi;10351
Leevi-Eemeli;6
Leevi-Kalle;7
Leevi-Matias;5
Leevinpoika;7
Leewi;10
Lei;11
Leif;3196
Leif-Åke;10
Leif-Erik;36
Leif-Göran;5
Leifi;6
Leif-Johan;13
Leigh;10
Leijonamieli;17
Leimu;48
Leino;214
Leith;13
Lejon;5
Lembit;12
Lemmi;14
Lemmitty;5
Lemmy;177
Len;6
Leni;26
Lenna;75
Lennard;49
Lennart;2387
Lennartti;7
Lenne;96
Lenni;4067
Lennie;14
Lenni-Kalle;22
Lenno;8
Lennon;32
Lennox;26
Lennu;79
Lenny;184
Leo;17099
Léo;39
Leo-Juhani;6
Leo-Matti;14
Leon;1410
León;26
Léon;50
Leonar;5
Leonard;1844
Leonardo;397
Leonart;8
Leone;16
Leonel;211
Leonhard;36
Leonid;126
Leonidas;49
Leonpoika;20
Leontius;5
Leo-Pekka;30
Leo-Petteri;10
Leopold;298
Leri;5
Leroy;25
Leslie;27
Lester;12
Leung;5
Leutrim;7
Lev;78
Levan;6
Levent;17
Levente;17
Levi;377
Levin;12
Levis;7
Levon;8
Lewi;8
Lewis;50
Lex;22
Li;18
Liam;980
Lian;11
Liang;14
Lias;19
Libaan;6
Liban;81
Liekki;16
Liem;5
Lieto;6
Liiam;6
Liibaan;30
Liiban;29
Liinus;193
Liius;12
Lillebror;27
Lille-Bror;7
Lin;17
Lincoln;8
Linh;14
Lino;32
Linus;1475
Lio;20
Lion;56
Lionel;265
Lior;15
Lippo;66
Liridon;11
Litti;5
Liu;7
Lloyd;26
Lo;18
Loa;8
Loai;6
Loay;5
Loc;9
Loe;5
Logan;44
Loghman;6
Loi;8
Loimu;13
Loisto;5
Lok;9
Loke;34
Loki;13
Lokman;6
Long;80
Loran;9
Lore;9
Loren;9
Lorens;21
Lorent;6
Lorentz;63
Lorenz;81
Lorenzo;89
Lorik;17
Loris;14
Lotfi;22
Lothar;17
Lou;10
Loui;22
Louie;35
Louis;259
Love;72
Lowe;30
Lu;8
Luan;36
Luay;9
Luc;23
Luca;2069
Lucas;2965
Lucian;20
Luciano;36
Lucien;25
Lucio;11
Lucius;21
Lucjan;5
Lucky;10
Ludovic;14
Ludovico;7
Ludvig;491
Ludvik;10
Ludwig;180
Lugman;6
Luigi;24
Luis;253
Luiz;15
Luja;8
Luka;3507
Lukas;2657
Lukasz;6
Luke;211
Lukman;9
Lulzim;13
Lumi;21
Lumo;19
Lun;5
Luna;6
Luqmaan;9
Luqman;43
Lutfi;5
Lütfi;5
Luther;6
Luucas;18
Luuka;20
Luukas;3316
Ly;13
Lyly;28
Lynn;5
Lyon;10
M;24
M.;44
Maahir;19
Maalik;5
Maamar;5
Maario;6
Maarten;12
Mabrouk;8
Mac;15
Maciej;12
Mackenzie;7
Maco;8
Maddox;7
Madis;11
Mads;9
Mael;9
Maël;8
Magan;5
Magdi;14
Magdy;10
Maged;5
Magne;15
Magnus;2498
Magnús;5
Magnusson;16
Magomed;6
Mahad;123
Mahamad;7
Mahamed;363
Mahamed-Deeq;6
Mahammad;5
Mahamoud;7
Mahamud;116
Mahamuud;18
Mahbub;5
Mahdi;155
Mahdy;6
Maher;39
Mahesh;9
Mahin;5
Mahir;45
Mahmod;9
Mahmood;43
Mahmoud;161
Mahmud;35
Mahmudul;5
Mahmut;21
Mahol;5
Mahti;5
Máhtte;6
Maik;6
Maikel;7
Maininki;12
Mainio;474
Maison;5
Maitham;5
Majd;8
Majed;18
Majeed;19
Majid;46
Majok;7
Makar;21
Make;18
Maker;5
Maki;7
Makki;7
Maks;25
Maksi;6
Maksim;326
Maksimilian;21
Maksimus;33
Maksym;13
